Time,p0.9
11/3/2025 21:43,11.8 ms
11/3/2025 21:43,12.6 ms
11/3/2025 21:43,13.9 ms
11/3/2025 21:43,12.8 ms
11/3/2025 21:43,43.8 ms
11/3/2025 21:43,18.6 ms
11/3/2025 21:44,12.8 ms
11/3/2025 21:44,14.7 ms
11/3/2025 21:44,21.8 ms
11/3/2025 21:44,14.9 ms
11/3/2025 21:44,13.9 ms
11/3/2025 21:44,21.8 ms
11/3/2025 21:44,22.8 ms
11/3/2025 21:44,21.8 ms
11/3/2025 21:44,16.0 ms
11/3/2025 21:44,19.7 ms
11/3/2025 21:44,10.5 ms
11/3/2025 21:44,20.4 ms
11/3/2025 21:45,14.9 ms
11/3/2025 21:45,15.7 ms
11/3/2025 21:45,27.8 ms
11/3/2025 21:45,37.2 ms
11/3/2025 21:45,14.9 ms
11/3/2025 21:45,25.7 ms
11/3/2025 21:45,22.8 ms
11/3/2025 21:45,37.5 ms
11/3/2025 21:45,12.8 ms
11/3/2025 21:45,12.6 ms
11/3/2025 21:45,18.6 ms
11/3/2025 21:45,12.6 ms
11/3/2025 21:46,12.6 ms
11/3/2025 21:46,12.6 ms
11/3/2025 21:46,12.8 ms
11/3/2025 21:46,39.3 ms
11/3/2025 21:46,12.8 ms
11/3/2025 21:46,30.1 ms
11/3/2025 21:46,13.6 ms
11/3/2025 21:46,14.9 ms
11/3/2025 21:46,11.5 ms
11/3/2025 21:46,41.7 ms
11/3/2025 21:46,14.7 ms
11/3/2025 21:46,14.7 ms
11/3/2025 21:47,14.9 ms
11/3/2025 21:47,22.8 ms
11/3/2025 21:47,31.2 ms
11/3/2025 21:47,13.9 ms
11/3/2025 21:47,13.6 ms
11/3/2025 21:47,21.5 ms
11/3/2025 21:47,29.9 ms
11/3/2025 21:47,12.6 ms
11/3/2025 21:47,14.7 ms
11/3/2025 21:47,14.7 ms
11/3/2025 21:47,13.6 ms
11/3/2025 21:47,12.8 ms
11/3/2025 21:48,13.6 ms
11/3/2025 21:48,27.8 ms
11/3/2025 21:48,11.5 ms
11/3/2025 21:48,13.6 ms
11/3/2025 21:48,13.6 ms
11/3/2025 21:48,33.0 ms
11/3/2025 21:48,39.3 ms
11/3/2025 21:48,11.8 ms
11/3/2025 21:48,13.6 ms
11/3/2025 21:48,24.6 ms
11/3/2025 21:48,12.6 ms
11/3/2025 21:48,12.8 ms
11/3/2025 21:49,13.6 ms
11/3/2025 21:49,17.6 ms
11/3/2025 21:49,24.6 ms
11/3/2025 21:49,13.9 ms
11/3/2025 21:49,12.6 ms
11/3/2025 21:49,12.8 ms
11/3/2025 21:49,28.8 ms
11/3/2025 21:49,14.7 ms
11/3/2025 21:49,12.6 ms
11/3/2025 21:49,41.7 ms
11/3/2025 21:49,43.8 ms
11/3/2025 21:49,13.6 ms
11/3/2025 21:50,13.6 ms
11/3/2025 21:50,13.6 ms
11/3/2025 21:50,25.7 ms
11/3/2025 21:50,13.9 ms
11/3/2025 21:50,13.6 ms
11/3/2025 21:50,22.5 ms
11/3/2025 21:50,14.7 ms
11/3/2025 21:50,39.6 ms
11/3/2025 21:50,11.8 ms
11/3/2025 21:50,11.8 ms
11/3/2025 21:50,13.9 ms
11/3/2025 21:50,17.6 ms
11/3/2025 21:51,12.8 ms
11/3/2025 21:51,16.0 ms
11/3/2025 21:51,16.0 ms
11/3/2025 21:51,20.7 ms
11/3/2025 21:51,13.9 ms
11/3/2025 21:51,18.6 ms
11/3/2025 21:51,18.6 ms
11/3/2025 21:51,13.6 ms
11/3/2025 21:51,13.9 ms
11/3/2025 21:51,16.0 ms
11/3/2025 21:51,14.9 ms
11/3/2025 21:51,14.9 ms
11/3/2025 21:52,13.6 ms
11/3/2025 21:52,20.7 ms
11/3/2025 21:52,16.0 ms
11/3/2025 21:52,14.7 ms
11/3/2025 21:52,13.6 ms
11/3/2025 21:52,19.7 ms
11/3/2025 21:52,14.9 ms
11/3/2025 21:52,14.9 ms
11/3/2025 21:52,13.9 ms
11/3/2025 21:52,18.6 ms
11/3/2025 21:52,17.3 ms
11/3/2025 21:52,26.0 ms
11/3/2025 21:53,13.9 ms
11/3/2025 21:53,19.7 ms
11/3/2025 21:53,14.7 ms
11/3/2025 21:53,14.9 ms
11/3/2025 21:53,13.9 ms
11/3/2025 21:53,18.6 ms
11/3/2025 21:53,14.9 ms
11/3/2025 21:53,14.9 ms
11/3/2025 21:53,13.9 ms
11/3/2025 21:53,20.7 ms
11/3/2025 21:53,19.7 ms
11/3/2025 21:53,13.9 ms
11/3/2025 21:54,13.9 ms
11/3/2025 21:54,16.0 ms
11/3/2025 21:54,17.3 ms
11/3/2025 21:54,13.9 ms
11/3/2025 21:54,13.9 ms
11/3/2025 21:54,16.0 ms
11/3/2025 21:54,17.6 ms
11/3/2025 21:54,17.6 ms
11/3/2025 21:54,13.9 ms
11/3/2025 21:54,19.7 ms
11/3/2025 21:54,13.9 ms
11/3/2025 21:54,17.6 ms
11/3/2025 21:55,13.9 ms
11/3/2025 21:55,22.8 ms
11/3/2025 21:55,14.9 ms
11/3/2025 21:55,17.6 ms
11/3/2025 21:55,13.9 ms
11/3/2025 21:55,19.7 ms
11/3/2025 21:55,16.0 ms
11/3/2025 21:55,13.9 ms
11/3/2025 21:55,13.9 ms
11/3/2025 21:55,19.7 ms
11/3/2025 21:55,14.9 ms
11/3/2025 21:55,13.9 ms
11/3/2025 21:56,13.9 ms
11/3/2025 21:56,16.0 ms
11/3/2025 21:56,14.7 ms
11/3/2025 21:56,18.6 ms
11/3/2025 21:56,13.9 ms
11/3/2025 21:56,21.8 ms
11/3/2025 21:56,14.9 ms
11/3/2025 21:56,24.9 ms
11/3/2025 21:56,13.6 ms
11/3/2025 21:56,21.8 ms
11/3/2025 21:56,14.7 ms
11/3/2025 21:56,13.9 ms
11/3/2025 21:57,13.9 ms
11/3/2025 21:57,15.7 ms
11/3/2025 21:57,18.6 ms
11/3/2025 21:57,14.9 ms
11/3/2025 21:57,13.9 ms
11/3/2025 21:57,20.7 ms
11/3/2025 21:57,18.4 ms
11/3/2025 21:57,13.9 ms
11/3/2025 21:57,13.9 ms
11/3/2025 21:57,14.9 ms
11/3/2025 21:57,14.7 ms
11/3/2025 21:57,14.9 ms
11/3/2025 21:58,13.9 ms
11/3/2025 21:58,14.9 ms
11/3/2025 21:58,14.9 ms
11/3/2025 21:58,16.0 ms
11/3/2025 21:58,13.9 ms
11/3/2025 21:58,21.8 ms
11/3/2025 21:58,17.6 ms
11/3/2025 21:58,13.9 ms
11/3/2025 21:58,13.6 ms
11/3/2025 21:58,20.7 ms
11/3/2025 21:58,16.0 ms
11/3/2025 21:58,22.8 ms
11/3/2025 21:59,14.9 ms
11/3/2025 21:59,18.6 ms
11/3/2025 21:59,14.9 ms
11/3/2025 21:59,14.9 ms
11/3/2025 21:59,17.6 ms
11/3/2025 21:59,29.9 ms
11/3/2025 21:59,13.6 ms
11/3/2025 21:59,13.6 ms
11/3/2025 21:59,14.7 ms
11/3/2025 21:59,37.2 ms
11/3/2025 21:59,24.6 ms
11/3/2025 21:59,45.6 ms
11/3/2025 22:00,14.7 ms
11/3/2025 22:00,23.6 ms
11/3/2025 22:00,41.4 ms
11/3/2025 22:00,13.6 ms
11/3/2025 22:00,13.9 ms
11/3/2025 22:00,12.8 ms
11/3/2025 22:00,12.8 ms
11/3/2025 22:00,41.4 ms
11/3/2025 22:00,14.7 ms
11/3/2025 22:00,21.5 ms
11/3/2025 22:00,12.6 ms
11/3/2025 22:00,12.6 ms
11/3/2025 22:01,13.9 ms
11/3/2025 22:01,15.7 ms
11/3/2025 22:01,12.6 ms
11/3/2025 22:01,11.8 ms
11/3/2025 22:01,12.8 ms
11/3/2025 22:01,12.6 ms
11/3/2025 22:01,43.8 ms
11/3/2025 22:01,10.2 ms
11/3/2025 22:01,11.5 ms
11/3/2025 22:01,13.6 ms
11/3/2025 22:01,32.0 ms
11/3/2025 22:01,13.6 ms
11/3/2025 22:02,14.7 ms
11/3/2025 22:02,14.7 ms
11/3/2025 22:02,12.6 ms
11/3/2025 22:02,13.6 ms
11/3/2025 22:02,13.6 ms
11/3/2025 22:02,12.6 ms
11/3/2025 22:02,13.6 ms
11/3/2025 22:02,10.7 ms
11/3/2025 22:02,13.6 ms
11/3/2025 22:02,21.5 ms
11/3/2025 22:02,14.7 ms
11/3/2025 22:02,11.5 ms
11/3/2025 22:03,12.6 ms
11/3/2025 22:03,17.6 ms
11/3/2025 22:03,13.6 ms
11/3/2025 22:03,13.6 ms
11/3/2025 22:03,13.6 ms
11/3/2025 22:03,13.9 ms
11/3/2025 22:03,13.6 ms
11/3/2025 22:03,37.2 ms
11/3/2025 22:03,16.0 ms
11/3/2025 22:03,21.8 ms
11/3/2025 22:03,17.3 ms
11/3/2025 22:03,16.0 ms
11/3/2025 22:04,11.8 ms
11/3/2025 22:04,12.8 ms
11/3/2025 22:04,14.9 ms
11/3/2025 22:04,23.9 ms
11/3/2025 22:04,10.2 ms
11/3/2025 22:04,21.5 ms
11/3/2025 22:04,43.8 ms
11/3/2025 22:04,49.8 ms
11/3/2025 22:04,14.7 ms
11/3/2025 22:04,13.6 ms
11/3/2025 22:04,21.5 ms
11/3/2025 22:04,17.3 ms
11/3/2025 22:05,12.6 ms
11/3/2025 22:05,21.8 ms
11/3/2025 22:05,13.6 ms
11/3/2025 22:05,13.6 ms
11/3/2025 22:05,13.6 ms
11/3/2025 22:05,13.9 ms
11/3/2025 22:05,16.0 ms
11/3/2025 22:05,14.9 ms
11/3/2025 22:05,13.6 ms
11/3/2025 22:05,13.6 ms
11/3/2025 22:05,13.6 ms
11/3/2025 22:05,12.6 ms
11/3/2025 22:06,16.0 ms
11/3/2025 22:06,13.9 ms
11/3/2025 22:06,15.7 ms
11/3/2025 22:06,12.8 ms
11/3/2025 22:06,11.5 ms
11/3/2025 22:06,18.6 ms
11/3/2025 22:06,14.9 ms
11/3/2025 22:06,13.6 ms
11/3/2025 22:06,13.6 ms
11/3/2025 22:06,13.6 ms
11/3/2025 22:06,21.8 ms
11/3/2025 22:06,14.7 ms
11/3/2025 22:07,14.7 ms
11/3/2025 22:07,12.8 ms
11/3/2025 22:07,21.5 ms
11/3/2025 22:07,28.8 ms
11/3/2025 22:07,14.7 ms
11/3/2025 22:07,15.7 ms
11/3/2025 22:07,26.7 ms
11/3/2025 22:07,24.9 ms
11/3/2025 22:07,13.6 ms
11/3/2025 22:07,18.4 ms
11/3/2025 22:07,11.5 ms
11/3/2025 22:07,37.5 ms
11/3/2025 22:08,14.7 ms
11/3/2025 22:08,13.6 ms
11/3/2025 22:08,26.7 ms
11/3/2025 22:08,18.4 ms
11/3/2025 22:08,12.6 ms
11/3/2025 22:08,16.0 ms
11/3/2025 22:08,20.4 ms
11/3/2025 22:08,11.8 ms
11/3/2025 22:08,12.6 ms
11/3/2025 22:08,13.6 ms
11/3/2025 22:08,13.6 ms
11/3/2025 22:08,51.9 ms
11/3/2025 22:09,12.6 ms
11/3/2025 22:09,11.8 ms
11/3/2025 22:09,12.6 ms
11/3/2025 22:09,12.8 ms
11/3/2025 22:09,12.6 ms
11/3/2025 22:09,39.6 ms
11/3/2025 22:09,14.9 ms
11/3/2025 22:09,21.5 ms
11/3/2025 22:09,13.6 ms
11/3/2025 22:09,13.9 ms
11/3/2025 22:09,11.8 ms
11/3/2025 22:09,13.9 ms
11/3/2025 22:10,12.6 ms
11/3/2025 22:10,14.7 ms
11/3/2025 22:10,19.4 ms
11/3/2025 22:10,19.4 ms
11/3/2025 22:10,12.8 ms
11/3/2025 22:10,19.7 ms
11/3/2025 22:10,25.7 ms
11/3/2025 22:10,12.6 ms
11/3/2025 22:10,10.7 ms
11/3/2025 22:10,18.4 ms
11/3/2025 22:10,12.6 ms
11/3/2025 22:10,18.4 ms
11/3/2025 22:11,13.6 ms
11/3/2025 22:11,23.9 ms
11/3/2025 22:11,12.6 ms
11/3/2025 22:11,28.8 ms
11/3/2025 22:11,12.6 ms
11/3/2025 22:11,19.4 ms
11/3/2025 22:11,14.7 ms
11/3/2025 22:11,21.8 ms
11/3/2025 22:11,13.9 ms
11/3/2025 22:11,19.4 ms
11/3/2025 22:11,13.6 ms
11/3/2025 22:11,35.1 ms
11/3/2025 22:12,12.8 ms
11/3/2025 22:12,17.3 ms
11/3/2025 22:12,23.6 ms
11/3/2025 22:12,37.2 ms
11/3/2025 22:12,13.6 ms
11/3/2025 22:12,12.6 ms
11/3/2025 22:12,19.7 ms
11/3/2025 22:12,14.7 ms
11/3/2025 22:12,12.8 ms
11/3/2025 22:12,11.8 ms
11/3/2025 22:12,39.3 ms
11/3/2025 22:12,25.7 ms
11/3/2025 22:13,12.6 ms
11/3/2025 22:13,21.5 ms
11/3/2025 22:13,45.6 ms
11/3/2025 22:13,13.6 ms
11/3/2025 22:13,13.6 ms
11/3/2025 22:13,13.6 ms
11/3/2025 22:13,21.5 ms
11/3/2025 22:13,13.6 ms
11/3/2025 22:13,12.6 ms
11/3/2025 22:13,14.7 ms
11/3/2025 22:13,17.3 ms
11/3/2025 22:13,54.0 ms
11/3/2025 22:14,13.6 ms
11/3/2025 22:14,14.9 ms
11/3/2025 22:14,17.6 ms
11/3/2025 22:14,14.9 ms
11/3/2025 22:14,13.6 ms
11/3/2025 22:14,12.6 ms
11/3/2025 22:14,13.6 ms
11/3/2025 22:14,27.8 ms
11/3/2025 22:14,13.6 ms
11/3/2025 22:14,13.6 ms
11/3/2025 22:14,13.6 ms
11/3/2025 22:14,62.4 ms
11/3/2025 22:15,15.7 ms
11/3/2025 22:15,22.5 ms
11/3/2025 22:15,14.7 ms
11/3/2025 22:15,20.4 ms
11/3/2025 22:15,14.7 ms
11/3/2025 22:15,15.7 ms
11/3/2025 22:15,14.7 ms
11/3/2025 22:15,37.2 ms
11/3/2025 22:15,12.6 ms
11/3/2025 22:15,13.6 ms
11/3/2025 22:15,12.6 ms
11/3/2025 22:15,12.8 ms
11/3/2025 22:16,12.6 ms
11/3/2025 22:16,12.8 ms
11/3/2025 22:16,14.7 ms
11/3/2025 22:16,12.6 ms
11/3/2025 22:16,13.6 ms
11/3/2025 22:16,14.7 ms
11/3/2025 22:16,13.9 ms
11/3/2025 22:16,13.6 ms
11/3/2025 22:16,12.6 ms
11/3/2025 22:16,13.6 ms
11/3/2025 22:16,19.4 ms
11/3/2025 22:16,13.6 ms
11/3/2025 22:17,13.9 ms
11/3/2025 22:17,10.5 ms
11/3/2025 22:17,13.6 ms
11/3/2025 22:17,43.5 ms
11/3/2025 22:17,14.7 ms
11/3/2025 22:17,13.6 ms
11/3/2025 22:17,27.8 ms
11/3/2025 22:17,23.6 ms
11/3/2025 22:17,12.6 ms
11/3/2025 22:17,20.4 ms
11/3/2025 22:17,15.7 ms
11/3/2025 22:17,13.6 ms
11/3/2025 22:18,13.6 ms
11/3/2025 22:18,11.8 ms
11/3/2025 22:18,13.6 ms
11/3/2025 22:18,12.8 ms
11/3/2025 22:18,13.6 ms
11/3/2025 22:18,12.6 ms
11/3/2025 22:18,12.8 ms
11/3/2025 22:18,20.7 ms
11/3/2025 22:18,13.6 ms
11/3/2025 22:18,20.4 ms
11/3/2025 22:18,12.6 ms
11/3/2025 22:18,43.5 ms
11/3/2025 22:19,12.8 ms
11/3/2025 22:19,12.6 ms
11/3/2025 22:19,17.6 ms
11/3/2025 22:19,12.6 ms
11/3/2025 22:19,14.7 ms
11/3/2025 22:19,14.7 ms
11/3/2025 22:19,24.9 ms
11/3/2025 22:19,16.0 ms
11/3/2025 22:19,12.6 ms
11/3/2025 22:19,14.7 ms
11/3/2025 22:19,21.5 ms
11/3/2025 22:19,35.4 ms
11/3/2025 22:20,13.9 ms
11/3/2025 22:20,13.6 ms
11/3/2025 22:20,14.7 ms
11/3/2025 22:20,18.4 ms
11/3/2025 22:20,13.6 ms
11/3/2025 22:20,24.6 ms
11/3/2025 22:20,13.6 ms
11/3/2025 22:20,12.6 ms
11/3/2025 22:20,14.7 ms
11/3/2025 22:20,15.7 ms
11/3/2025 22:20,21.5 ms
11/3/2025 22:20,13.9 ms
11/3/2025 22:21,12.6 ms
11/3/2025 22:21,13.6 ms
11/3/2025 22:21,12.6 ms
11/3/2025 22:21,14.7 ms
11/3/2025 22:21,13.6 ms
11/3/2025 22:21,12.6 ms
11/3/2025 22:21,24.9 ms
11/3/2025 22:21,28.0 ms
11/3/2025 22:21,13.6 ms
11/3/2025 22:21,25.7 ms
11/3/2025 22:21,29.1 ms
11/3/2025 22:21,14.9 ms
11/3/2025 22:22,12.8 ms
11/3/2025 22:22,14.9 ms
11/3/2025 22:22,10.7 ms
11/3/2025 22:22,12.6 ms
11/3/2025 22:22,10.5 ms
11/3/2025 22:22,12.8 ms
11/3/2025 22:22,17.6 ms
11/3/2025 22:22,41.4 ms
11/3/2025 22:22,13.9 ms
11/3/2025 22:22,13.9 ms
11/3/2025 22:22,14.7 ms
11/3/2025 22:22,17.6 ms
11/3/2025 22:23,13.9 ms
11/3/2025 22:23,13.9 ms
11/3/2025 22:23,13.9 ms
11/3/2025 22:23,16.0 ms
11/3/2025 22:23,11.8 ms
11/3/2025 22:23,20.4 ms
11/3/2025 22:23,12.6 ms
11/3/2025 22:23,29.1 ms
11/3/2025 22:23,11.5 ms
11/3/2025 22:23,14.9 ms
11/3/2025 22:23,13.6 ms
11/3/2025 22:23,54.0 ms
11/3/2025 22:24,12.6 ms
11/3/2025 22:24,18.4 ms
11/3/2025 22:24,13.9 ms
11/3/2025 22:24,41.7 ms
11/3/2025 22:24,13.6 ms
11/3/2025 22:24,12.6 ms
11/3/2025 22:24,14.7 ms
11/3/2025 22:24,19.4 ms
11/3/2025 22:24,
